#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="NG054",unit_software_part_number="006-B1727-2W",software_version="9.14",system_id="60002CBC443E8",unit="PFD1",airframe_hours="40.5",engine_hours="30.5",engine_cycles="4"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Annunciation,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),AP Pitch Trim Motor,Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Height Above Ground (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Main Fuel Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts M,Volts 2,Amps,Fuel Flow (gal/hour),Elevator Trim,Aux Fuel Qty (gal),CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),CHT5 (deg F),CHT6 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),EGT5 (deg F),EGT6 (deg F),MAIN BUS (discrete),ALTERNATOR (discrete),STARTER (discrete),Engine Power (%),CAS Alert,Terrain Alert
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,SelHDG,SelALT,SelVSpd,SelIAS,Baro,COM1,NavSrc,,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,,,MagVar,OAT,AltD,AGL,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Volts2,Amps1,E1 FFlow,PTrim,FQty3,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 CHT5,E1 CHT6,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,E1 EGT5,E1 EGT6,,,,E1 %Pwr,,
2024-04-29,17:20:02,15:20:02,+02:00,+48.1138791,+9.7647044,1900,3D (GPS nav),141602.3,6.0,,-3,-0,-0.07,31.4,7.8,4,1742,1923,8,14.9,16,7.21,0.86,-0.017,0.993,303,,,,30.12,,GPS1,LOI,,,,,,,,ENR,,,,,Fail / Servo communication fault / 00000001 00000000,,,,,,,,,,,,,-3.7,24.2,3198,,,,081117FF N100 N100,2,00000000,,7000,ALT,151,16,0.1,0,0,27.7,0.1,12.4,0,0.0,5,4,102,117,156,154,153,140,104,122,144,145,144,138,1,1,0,0,MAIN BUS / ALTERNATOR,
2024-04-29,17:20:03,15:20:03,+02:00,+48.1138755,+9.7646568,1911,3D (GPS nav),141603.4,6.1,,-3,0,-0.17,31.4,7.8,4,1742,1923,4,14.9,16,7.21,0.87,-0.016,0.991,303,,,,30.12,,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,,-3.7,24.2,3198,,,,081117FF N100 N100,2,00000000,,7000,ALT,151,16,0.1,0,0,27.7,0.1,12.4,0,0.0,5,4,102,117,156,154,153,140,104,122,144,145,144,138,1,1,0,0,MAIN BUS / ALTERNATOR,
2024-04-29,17:20:04,15:20:04,+02:00,+48.1138753,+9.7646663,1915,3D (GPS nav),141604.4,1.0,,0,0,0.03,31.4,7.8,4,1742,1923,-3,15.0,16,7.22,0.86,-0.014,0.991,303,,,,30.12,,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,,-3.7,24.2,3198,,,,081117FF N100 N100,3,00000000,,7000,ALT,151,16,0.1,0,0,27.7,0.1,12.4,0,0.0,5,4,102,117,156,154,153,140,104,122,144,145,144,138,1,1,0,0,MAIN BUS / ALTERNATOR,
2024-04-29,17:20:05,15:20:05,+02:00,+48.1138744,+9.7646619,1917,3D (GPS nav),141605.3,0.2,,-0,0,-0.03,31.4,7.8,4,1742,1923,0,15.1,16,7.21,0.85,-0.015,0.993,303,,,,30.12,,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,,-3.7,24.2,3198,,,,081117FF N100 N100,2,00000000,,7000,ALT,151,16,0.1,0,0,27.7,0.1,12.4,0,0.0,5,4,102,117,156,154,153,140,104,122,144,145,144,138,1,1,0,0,MAIN BUS / ALTERNATOR,
2024-04-29,17:20:06,15:20:06,+02:00,+48.1138723,+9.7646602,1918,3D (GPS nav),141606.4,0.1,,0,0,0.04,31.4,7.8,4,1742,1923,-8,15.2,16,7.21,0.86,-0.014,0.994,303,,,,30.12,,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,,-3.7,24.2,3198,,,,081117FF N100 N100,2,00000000,,7000,ALT,151,16,0.1,0,0,27.7,0.1,12.4,0,0.0,5,4,102,117,156,154,153,140,104,122,144,145,144,138,1,1,0,0,MAIN BUS / ALTERNATOR,
2024-04-29,17:20:07,15:20:07,+02:00,+48.1138719,+9.7646607,1918,3D (GPS nav),141607.4,0.1,,-0,-0,-0.05,31.4,7.8,4,1742,1922,-1,15.3,16,7.21,0.85,-0.014,0.993,303,,,,30.12,,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,,-3.7,24.2,3197,,,,081117FF N100 N100,3,00000000,,7000,ALT,151,16,0.1,0,0,27.7,0.1,12.4,0,0.0,5,4,102,117,156,154,153,140,104,122,144,145,144,138,1,1,0,0,MAIN BUS / ALTERNATOR,
2024-04-29,17:20:08,15:20:08,+02:00,+48.1138708,+9.7646597,1916,3D (GPS nav),141608.3,0.1,,0,0,0.18,31.4,7.8,4,1742,1923,-1,15.4,16,7.22,0.86,-0.016,0.993,303,,,,30.12,,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,,-3.7,24.2,3198,,,,081117FF N100 N100,2,00000000,,7000,ALT,151,16,0.1,0,0,27.7,0.1,12.4,0,0.0,5,4,102,117,156,154,153,140,104,122,144,145,144,138,1,1,0,0,MAIN BUS / ALTERNATOR,
2024-04-29,17:20:09,15:20:09,+02:00,+48.1138680,+9.7646594,1913,3D (GPS nav),141609.4,0.1,,-0,-0,-0.11,31.4,7.8,4,1742,1922,-4,15.4,16,7.22,0.87,-0.016,0.993,303,,,,30.12,,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,,-3.7,24.2,3198,,,,081117FF N100 N100,3,00000000,,7000,ALT,151,16,0.1,0,0,27.7,0.1,12.4,0,0.0,5,4,102,117,156,154,153,140,104,122,144,145,144,138,1,1,0,0,MAIN BUS / ALTERNATOR,
2024-04-29,17:20:10,15:20:10,+02:00,+48.1138677,+9.7646597,1914,3D (GPS nav),141610.4,0.1,,0,-0,-0.02,31.4,7.8,4,1742,1922,1,15.4,16,7.21,0.86,-0.014,0.992,303,,,,30.12,,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,,-3.7,24.2,3198,,,,081117FF N100 N100,3,00000000,,7000,ALT,151,16,0.1,0,0,27.7,0.1,12.4,0,0.0,5,4,102,117,156,154,153,140,104,122,144,145,144,138,1,1,0,0,MAIN BUS / ALTERNATOR,
